Date,Campaign_ID,Campaign_Name,Campaign_Type,Channel,Age_Group,Gender,Device,Country,Customer_Segment,Impressions,Clicks,CTR,Spend_USD,CPC_USD,Conversions,Conversion_Rate,CPA_USD,Revenue_USD,ROAS
2024-01-09,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Desktop,Germany,New Customer,17837,171,0.0096,214.01,1.25,3,0.0175,71.34,345.01,1.61
2024-01-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Male,Desktop,Germany,Returning Customer,10090,44,0.0044,45.13,1.03,0,0.0,0.0,26.2,0.58
2024-01-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Desktop,United States,Returning Customer,11471,50,0.0044,51.31,1.03,0,0.0,0.0,34.28,0.67
2024-01-09,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,France,New Customer,12190,53,0.0043,54.52,1.03,0,0.0,0.0,19.1,0.35
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,55-64,Male,Desktop,United States,Returning Customer,118209,1806,0.0153,343.83,0.19,29,0.0161,11.86,1940.88,5.64
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Female,Desktop,France,Returning Customer,20802,318,0.0153,60.51,0.19,5,0.0157,12.1,413.31,6.83
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Female,Mobile,United States,New Customer,11318,68,0.006,90.59,1.33,1,0.0147,90.59,89.6,0.99
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Female,Mobile,United States,New Customer,31752,190,0.006,254.15,1.34,3,0.0158,84.72,315.5,1.24
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Female,Mobile,Canada,New Customer,14186,319,0.0225,488.6,1.53,17,0.0533,28.74,1519.78,3.11
2024-01-10,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Female,Desktop,United States,New Customer,16293,366,0.0225,561.16,1.53,20,0.0546,28.06,2108.06,3.76
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,Google Display,18-24,Male,Desktop,Germany,New Customer,42275,301,0.0071,176.92,0.59,4,0.0133,44.23,217.89,1.23
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Tablet,Australia,Returning Customer,64076,457,0.0071,268.15,0.59,5,0.0109,53.63,311.01,1.16
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Female,Tablet,United Kingdom,New Customer,4101,12,0.0029,64.64,5.39,0,0.0,0.0,6.27,0.1
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,18-24,Female,Mobile,United States,New Customer,17105,50,0.0029,269.61,5.39,1,0.02,269.61,65.49,0.24
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,18-24,Female,Mobile,Germany,Returning Customer,91878,371,0.004,174.57,0.47,3,0.0081,58.19,117.43,0.67
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,35-44,Male,Desktop,United States,New Customer,43896,177,0.004,83.41,0.47,2,0.0113,41.7,88.82,1.06
2024-01-10,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Desktop,Canada,New Customer,41604,168,0.004,79.05,0.47,1,0.006,79.05,58.42,0.74
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Desktop,Germany,Returning Customer,20220,481,0.0238,71.69,0.15,24,0.0499,2.99,3712.4,51.78
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Mobile,United States,Returning Customer,11050,263,0.0238,39.18,0.15,13,0.0494,3.01,946.04,24.15
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Desktop,United States,Returning Customer,14080,335,0.0238,49.92,0.15,17,0.0507,2.94,1384.33,27.73
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United States,Returning Customer,15778,188,0.0119,298.52,1.59,4,0.0213,74.63,197.36,0.66
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Female,Tablet,Australia,Returning Customer,7439,89,0.012,140.74,1.58,2,0.0225,70.37,114.62,0.81
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Male,Mobile,United States,Returning Customer,4392,52,0.0118,83.09,1.6,1,0.0192,83.09,94.95,1.14
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,United States,Returning Customer,69435,615,0.0089,191.04,0.31,7,0.0114,27.29,387.97,2.03
2024-01-10,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,United Kingdom,Returning Customer,35878,318,0.0089,98.71,0.31,3,0.0094,32.9,276.74,2.8
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Male,Mobile,Australia,New Customer,50142,1330,0.0265,161.03,0.12,56,0.0421,2.88,3450.22,21.43
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,55-64,Male,Mobile,United States,Returning Customer,57087,1514,0.0265,183.33,0.12,64,0.0423,2.86,7962.87,43.43
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,18-24,Male,Desktop,Germany,New Customer,81581,2163,0.0265,261.99,0.12,92,0.0425,2.85,8011.79,30.58
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,35-44,Male,Mobile,United States,New Customer,17493,223,0.0127,240.25,1.08,3,0.0135,80.08,198.72,0.83
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,18-24,Male,Mobile,France,New Customer,15311,196,0.0128,210.28,1.07,3,0.0153,70.09,267.95,1.27
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Female,Mobile,Germany,New Customer,8914,301,0.0338,483.37,1.61,11,0.0365,43.94,977.0,2.02
2024-01-11,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Male,Desktop,United Kingdom,Returning Customer,2257,76,0.0337,122.41,1.61,3,0.0395,40.8,221.76,1.81
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,Google Display,45-54,Male,Desktop,United States,New Customer,81694,432,0.0053,368.14,0.85,7,0.0162,52.59,300.39,0.82
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Male,Desktop,United States,New Customer,105208,557,0.0053,474.1,0.85,8,0.0144,59.26,314.87,0.66
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Female,Tablet,United States,New Customer,1934,11,0.0057,62.64,5.69,0,0.0,0.0,8.61,0.14
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,18-24,Male,Desktop,United Kingdom,Returning Customer,1916,11,0.0057,62.05,5.64,0,0.0,0.0,13.09,0.21
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,35-44,Female,Tablet,United States,New Customer,49754,384,0.0077,235.88,0.61,2,0.0052,117.94,96.52,0.41
2024-01-11,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,55-64,Female,Mobile,United States,New Customer,24833,191,0.0077,117.73,0.62,1,0.0052,117.73,61.07,0.52
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,45-54,Female,Mobile,France,Returning Customer,31579,867,0.0275,104.13,0.12,55,0.0634,1.89,5342.11,51.3
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Female,Mobile,France,Returning Customer,41140,1129,0.0274,135.66,0.12,71,0.0629,1.91,8050.13,59.34
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,18-24,Male,Mobile,United States,Returning Customer,10723,294,0.0274,35.36,0.12,19,0.0646,1.86,1153.5,32.62
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Unknown/Other,Mobile,United States,Returning Customer,26154,430,0.0164,359.9,0.84,7,0.0163,51.41,490.84,1.36
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,55-64,Male,Tablet,United States,Returning Customer,6471,106,0.0164,89.05,0.84,2,0.0189,44.52,166.64,1.87
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,18-24,Male,Mobile,Canada,Returning Customer,21574,94,0.0044,98.56,1.05,1,0.0106,98.56,76.54,0.78
2024-01-11,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Female,Desktop,Australia,Returning Customer,48312,210,0.0043,220.71,1.05,1,0.0048,220.71,145.71,0.66
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Female,Desktop,United States,New Customer,52133,1335,0.0256,226.33,0.17,64,0.0479,3.54,5068.54,22.39
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,55-64,Male,Desktop,United States,New Customer,65211,1670,0.0256,283.11,0.17,80,0.0479,3.54,5210.64,18.41
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Male,Mobile,United States,New Customer,5143,95,0.0185,189.68,2.0,2,0.0211,94.84,149.77,0.79
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,18-24,Female,Desktop,Germany,New Customer,9713,179,0.0184,358.18,2.0,3,0.0168,119.39,186.99,0.52
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Google Search,45-54,Unknown/Other,Desktop,Germany,Returning Customer,4004,149,0.0372,324.16,2.18,5,0.0336,64.83,447.23,1.38
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Google Search,18-24,Female,Mobile,United Kingdom,Returning Customer,846,31,0.0366,68.48,2.21,1,0.0323,68.48,84.75,1.24
2024-01-12,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Mobile,United States,New Customer,2786,104,0.0373,225.55,2.17,3,0.0288,75.18,350.0,1.55
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Female,Desktop,United States,New Customer,16615,106,0.0064,70.02,0.66,1,0.0094,70.02,74.01,1.06
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,Google Display,65+,Male,Desktop,United States,New Customer,60528,385,0.0064,255.09,0.66,5,0.013,51.02,318.41,1.25
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,Google Display,25-34,Unknown/Other,Desktop,Australia,New Customer,79923,508,0.0064,336.83,0.66,7,0.0138,48.12,254.81,0.76
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Unknown/Other,Mobile,United States,Returning Customer,598,5,0.0084,22.36,4.47,0,0.0,0.0,8.9,0.4
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,65+,Male,Mobile,United States,Returning Customer,496,4,0.0081,18.54,4.64,0,0.0,0.0,5.32,0.29
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Female,Desktop,Australia,New Customer,521,4,0.0077,19.46,4.86,0,0.0,0.0,6.41,0.33
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,18-24,Male,Desktop,Australia,Returning Customer,73558,440,0.006,231.92,0.53,5,0.0114,46.38,294.69,1.27
2024-01-12,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,45-54,Female,Desktop,United States,New Customer,90032,539,0.006,283.86,0.53,6,0.0111,47.31,313.52,1.1
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Male,Desktop,United States,Returning Customer,5077,177,0.0349,45.49,0.26,8,0.0452,5.69,784.31,17.24
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,45-54,Female,Mobile,United States,Returning Customer,2310,80,0.0346,20.7,0.26,3,0.0375,6.9,260.46,12.58
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,45-54,Female,Tablet,United Kingdom,New Customer,2834,62,0.0219,61.84,1.0,2,0.0323,30.92,190.98,3.09
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Mobile,Germany,Returning Customer,5415,118,0.0218,118.15,1.0,3,0.0254,39.38,311.84,2.64
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Tablet,United States,Returning Customer,7728,169,0.0219,168.62,1.0,5,0.0296,33.72,542.62,3.22
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Male,Desktop,United States,Returning Customer,18980,106,0.0056,102.76,0.97,2,0.0189,51.38,162.96,1.59
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,25-34,Female,Desktop,United Kingdom,Returning Customer,50514,282,0.0056,273.48,0.97,4,0.0142,68.37,536.13,1.96
2024-01-12,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,France,Returning Customer,22966,128,0.0056,124.34,0.97,2,0.0156,62.17,223.36,1.8
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,65+,Female,Mobile,United Kingdom,Returning Customer,132288,3891,0.0294,628.31,0.16,216,0.0555,2.91,19807.89,31.53
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Male,Mobile,Canada,Returning Customer,114428,3366,0.0294,543.48,0.16,187,0.0556,2.91,14482.83,26.65
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,35-44,Female,Mobile,United States,New Customer,7678,117,0.0152,115.18,0.98,3,0.0256,38.39,311.85,2.71
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,35-44,Male,Mobile,United States,New Customer,13057,200,0.0153,195.87,0.98,4,0.02,48.97,510.16,2.6
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Tablet,United States,New Customer,1347,52,0.0386,65.1,1.25,3,0.0577,21.7,278.31,4.28
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Google Search,18-24,Female,Mobile,United States,Returning Customer,1538,59,0.0384,74.36,1.26,3,0.0508,24.79,253.2,3.41
2024-01-13,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Desktop,United States,New Customer,2001,77,0.0385,96.74,1.26,4,0.0519,24.18,340.35,3.52
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,Google Display,35-44,Male,Tablet,United States,Returning Customer,64017,367,0.0057,163.23,0.44,4,0.0109,40.81,246.87,1.51
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,Google Display,65+,Male,Mobile,Australia,New Customer,72790,418,0.0057,185.6,0.44,5,0.012,37.12,169.2,0.91
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Male,Mobile,United States,New Customer,7924,38,0.0048,139.72,3.68,1,0.0263,139.72,26.94,0.19
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Female,Mobile,France,New Customer,14283,68,0.0048,251.82,3.7,1,0.0147,251.82,41.72,0.17
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,45-54,Female,Desktop,United Kingdom,New Customer,2967,14,0.0047,52.32,3.74,0,0.0,0.0,11.09,0.21
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,65+,Female,Desktop,Australia,New Customer,13854,209,0.0151,120.61,0.58,3,0.0144,40.2,179.86,1.49
2024-01-13,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,45-54,Male,Mobile,United States,New Customer,4338,65,0.015,37.77,0.58,1,0.0154,37.77,26.43,0.7
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Mobile,United States,Returning Customer,12628,287,0.0227,48.82,0.17,21,0.0732,2.32,2608.32,53.43
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Desktop,United States,New Customer,19288,438,0.0227,74.57,0.17,32,0.0731,2.33,2482.89,33.3
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,65+,Female,Mobile,Australia,Returning Customer,7691,175,0.0228,29.73,0.17,13,0.0743,2.29,757.05,25.46
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Male,Mobile,Canada,Returning Customer,6888,111,0.0161,117.62,1.06,3,0.027,39.21,479.94,4.08
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Female,Mobile,United States,Returning Customer,6344,103,0.0162,108.34,1.05,3,0.0291,36.11,248.03,2.29
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,65+,Female,Desktop,Germany,New Customer,5732,93,0.0162,97.89,1.05,3,0.0323,32.63,164.47,1.68
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,45-54,Female,Desktop,United Kingdom,Returning Customer,73272,204,0.0028,118.63,0.58,2,0.0098,59.32,168.65,1.42
2024-01-13,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Female,Desktop,United States,Returning Customer,55100,154,0.0028,89.21,0.58,2,0.013,44.6,180.48,2.02
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Unknown/Other,Mobile,United States,New Customer,48952,1556,0.0318,197.93,0.13,63,0.0405,3.14,4855.84,24.53
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Female,Tablet,France,New Customer,178330,5670,0.0318,721.05,0.13,229,0.0404,3.15,22733.51,31.53
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,18-24,Male,Mobile,Canada,New Customer,5744,95,0.0165,121.14,1.28,1,0.0105,121.14,78.34,0.65
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,65+,Male,Desktop,United States,New Customer,4135,68,0.0164,87.2,1.28,1,0.0147,87.2,102.19,1.17
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,45-54,Male,Mobile,United States,New Customer,7760,128,0.0165,163.64,1.28,2,0.0156,81.82,153.4,0.94
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Google Search,55-64,Male,Desktop,France,Returning Customer,8689,372,0.0428,622.72,1.67,20,0.0538,31.14,2776.61,4.46
2024-01-14,CMP-001,New Year Kickoff Sale,Conversion,Google Search,35-44,Female,Mobile,United Kingdom,New Customer,5069,217,0.0428,363.33,1.67,12,0.0553,30.28,987.1,2.72
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,Google Display,35-44,Female,Mobile,United Kingdom,New Customer,32322,100,0.0031,78.31,0.78,1,0.01,78.31,36.3,0.46
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,Google Display,55-64,Female,Desktop,United States,New Customer,40380,125,0.0031,97.84,0.78,1,0.008,97.84,50.25,0.51
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,Google Display,35-44,Female,Mobile,Australia,New Customer,26145,81,0.0031,63.35,0.78,1,0.0123,63.35,34.63,0.55
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,18-24,Male,Desktop,United States,New Customer,6745,27,0.004,117.84,4.36,0,0.0,0.0,13.88,0.12
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,25-34,Male,Mobile,United Kingdom,Returning Customer,4317,17,0.0039,75.42,4.44,0,0.0,0.0,10.57,0.14
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,LinkedIn Ads,35-44,Male,Mobile,United States,Returning Customer,1766,7,0.004,30.86,4.41,0,0.0,0.0,3.46,0.11
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,55-64,Female,Desktop,Germany,New Customer,44756,419,0.0094,243.9,0.58,4,0.0095,60.98,215.78,0.88
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,25-34,Male,Desktop,Canada,New Customer,34416,322,0.0094,187.55,0.58,3,0.0093,62.52,133.72,0.71
2024-01-14,CMP-005,Brand Awareness Q1,Awareness,YouTube Ads,18-24,Unknown/Other,Mobile,United States,New Customer,56164,525,0.0093,306.07,0.58,5,0.0095,61.21,173.34,0.57
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,25-34,Female,Desktop,Canada,Returning Customer,9583,203,0.0212,30.57,0.15,7,0.0345,4.37,751.32,24.58
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,55-64,Female,Desktop,Germany,Returning Customer,8497,180,0.0212,27.1,0.15,6,0.0333,4.52,575.51,21.24
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Email Marketing,35-44,Male,Mobile,United States,New Customer,28006,595,0.0212,89.34,0.15,20,0.0336,4.47,2640.24,29.55
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,25-34,Female,Mobile,United Kingdom,Returning Customer,12313,147,0.0119,132.56,0.9,3,0.0204,44.19,447.15,3.37
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Facebook Ads,35-44,Male,Desktop,United States,Returning Customer,10806,129,0.0119,116.34,0.9,3,0.0233,38.78,269.12,2.31
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,55-64,Female,Desktop,United Kingdom,Returning Customer,82324,321,0.0039,204.21,0.64,2,0.0062,102.1,191.55,0.94
2024-01-14,CMP-020,Retargeting - Cart Abandoners,Retention,Google Display,35-44,Female,Mobile,Canada,New Customer,26629,104,0.0039,66.05,0.64,1,0.0096,66.05,74.59,1.13
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,35-44,Male,Mobile,United States,Returning Customer,38854,1132,0.0291,170.66,0.15,65,0.0574,2.63,5383.44,31.54
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,25-34,Male,Desktop,United States,New Customer,78442,2286,0.0291,344.54,0.15,131,0.0573,2.63,16095.02,46.71
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Email Marketing,45-54,Male,Mobile,United States,New Customer,76119,2218,0.0291,334.34,0.15,127,0.0573,2.63,7557.79,22.61
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,45-54,Female,Tablet,United States,New Customer,13562,247,0.0182,259.51,1.05,6,0.0243,43.25,358.56,1.38
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Facebook Ads,25-34,Male,Desktop,Australia,New Customer,18838,342,0.0182,360.46,1.05,8,0.0234,45.06,723.78,2.01
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Desktop,United States,Returning Customer,1750,58,0.0331,90.66,1.56,3,0.0517,30.22,165.7,1.83
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Google Search,55-64,Male,Desktop,United Kingdom,New Customer,1219,40,0.0328,63.13,1.58,2,0.05,31.56,173.36,2.75
2024-01-15,CMP-001,New Year Kickoff Sale,Conversion,Google Search,25-34,Male,Desktop,United States,New Customer,1278,42,0.0329,66.23,1.58,2,0.0476,33.12,108.92,1.64
2024-01-15,CMP-002,Winter Clearance,Conversion,Facebook Ads,25-34,Male,Mobile,Canada,New Customer,8753,131,0.015,104.71,0.8,2,0.0153,52.36,171.96,1.64
